valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
ULTRA SOM SERV MED LTDA - HAP CONJ CE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP CONJ CE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,LABORATORIO CEDRO LTDA SAO LUIS,rede credenciada,ltda sao luis,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,INSTITUTO DE MEDICINA DE SAO LUIS LTDA,rede credenciada,ltda sao luis,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,POLICLINICA SAO CAETANO CONSUL MED ESPEC LTDA,rede credenciada,med ltda sao,3
ULTRA SOM SERV MED LTDA - HAP SAO LUIS,rede propria,LS MEDIC SAO PAULO ASSIST MED E CONSULT LTDA,rede credenciada,med ltda sao,3
ULTRA SOM SERV MED LTDA - HAP FELIPE CAMARAO,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FELIPE CAMARAO,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FELIPE CAMARAO,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP AUGUS MONTE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP AUGUS MONTE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP AUGUS MONTE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ZONA LESTE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ZONA LESTE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAPC ZONA LESTE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MESSEJANA,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MESSEJANA,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MESSEJANA,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FRANCISCO SA,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FRANCISCO SA,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP FRANCISCO SA,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ZONA NORTE,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ZONA NORTE,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP ZONA NORTE,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DOM MANUEL,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DOM MANUEL,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP DOM MANUEL,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ADS SERVICOS DE SAUDE LTDA EPP,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE INTEGRADA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE SAO JOAO (URGENCIA CLINICA MEDICA 12 HORAS),rede credenciada,sao de saude,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,REDEFACE SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,SORRISO BRASIL SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINDENTAL SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,PRIME SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ONCOPED SERVICOS DE SAUDE LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,INDEOS CONSULTORIO DE ODONTO E SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,M & V SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CISO CENTRO INTEGRADO DE SAUDE ODONTO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,INSTITUTO DE SAUDE ORAL MIRANDA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,REABILITAR SAUDE CLINICA DE FISIOTERAPIA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE MULTIDISCIPLINAR LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE IMACULADA CONCEICAO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ALVES SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,VIDA SAUDE CENTRO MEDICO DE DIAGNOSTICO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,COSB CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,MAJU SERVICOS DE SAUDE E EDUCACAO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LGN CENTRO DE SAUDE E REABILITACAO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ISAS INSTITUTO DE SAUDE ABRAHAO SALLUM LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE E EDUACACAO REPENSAR LTDA.,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,PEDIACLINICA SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE SAUDE DE ALFENAS LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ESPACO FAMILIA SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,REIS OLIVEIRA SERVICOS DE SAUDE LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ESPACO DE SAUDE AMAZONCLIN LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ESPACO INTEGRADO DE ODONTOL E SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,M & V SERVIÇOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,BIANCONI CLINICA DE SAUDE E BEM ESTAR LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,MAUA CENTRO DE ORTODONTIA E SAUDE BUCAL LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE ORAL NELIA RUBIA S LIRA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE SAUDE INTEGRAL VHRG LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,PROSPERITAS SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRAL ADMINIST DE SER DE ASSIST A SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,GASTRUS PRESTACAO DE SERVICOS EM SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,PERFORMACE CENTRO DE PROMOCAO DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,NUCLEO INTEGRADO DE SAUDE LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,BETONI SERVICO DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE SANTA MONICA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,INSTITUTO DE SAUDE ORAL DUARTE E VIEIRA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,APREV ODONTO SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE SAUDE FISIOCENTER ITAUNA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ATENDIMENTO DE PROFISSIONAIS DA SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,TJ SERVICOS DE SAUDE E EDUCACIONAIS LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,AMARELO IPE ESPACO DE PSICOLOGIA E SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,BELLA SAUDE ATIVIDADES DE FONOAUDIOLOGIA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE NOSSA SENHORA DO CARMO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE SANTA RITA DE CASSIA LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE SANTA THEREZINHA LTDA.,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE RENASCER LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLIFALI INSTITUTO DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE FISIOTERAPIA FISIOVIDA SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE SAUDE MULTIDISCIPLINAR PEROLI LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CREFISIO POLICLINICA DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CUIDARE CENTRO DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,FISIOREMANSO CLINICA DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,NANACLIN NUCLEO DE PSICOLOGIA E SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,P. VILLELA VILLELA SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,SIG PSICANALISE CLINICA DE SAUDE MENTAL LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,UBARI ESPACO DE PSICOLOGIA E SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,UNIPSICO DE SAO PAULO COOPERATIVA DE SAUDE E,rede credenciada,sao de saude,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE PINHEIRO MACHADO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE E MATERNIDADE SAO VICENTE,rede credenciada,sao de saude,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,INSTITUTO FENIX DE SAUDE MENTAL LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,BEM ESTAR MULTICLINICA DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,MERAKI CLINICA DE PSICOLOGIA E SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,FONOAUDIOPREV SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,MENEZES NUCLEO DE SAUDE ORAL LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,FREIRE SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,AMIH SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO INTEGRADO DE SAUDE LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,H MENDES CLINICA DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE CORPO E EQUILIBRIO LTDA.,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,MULTICLINICA SERVICOS ODONTOL E DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,EVANGELISTA E COELHO ADM E P DE S SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,TOPCLIN SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,EXITO CLIN DE SAUDE INTEGR LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LK SERV DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CYANO CENTRO INTEGR DE SAUDE E ODONTOL LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,F A SILVA SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE SAUDE FELIZMED LTDA ME,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CASA DE SAUDE GRAJAU LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,OMEGHA SISTEMA DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,WECARE CENTRO DE ASSIST E TERAP EM SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,L X SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CISE CENTRO INTEGRADO DE SAUDE E EDUCACAO LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,KF CENTRO DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,WISE DOCTORS SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,EQUIPE MEDICA DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,KPMF CENTRO DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,VINCULO: SERVICOS DE SAUDE LTDA,rede credenciada,de saude ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,POLICLINICA SAO FRANCISCO LTDA,rede credenciada,sao francisco ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LABO DE ANA CLI SAO MARCOS ILHA SOL LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LABORATORIO SAO LUCAS DE BROTAS SS LTDA ME,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROV,rede credenciada,sao francisco de,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,HOSPITAL SAO LUCAS DE MINEIROS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LAB SAO ROQUE DE ANALISES CLINICAS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,021 DENTAL SAO JOAO DE MERITI LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE IMAGEM SAO SEBASTIAO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO DE ENDOSCOPIA DIGES DE SAO CARLOS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CENTRO ORTOPEDICO DE SAO LEOPOLDO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE FISIOTERAPIA SAO FRANCISCO DE PAUL,rede credenciada,sao francisco de,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LABORATORIO SAO FRANCISCO LTDA,rede credenciada,sao francisco ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ENESP EQUIPE NEFROLOGICA DE SAO PAULO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA HOSPITALAR DE IMAGEM SAO JOSE LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,HOSPITAL SAO LUCAS DE PARACATU LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE FISIOTERAPIA SAO LUCAS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,SANTA CASA DE MISER DO HOSP SAO FRANCISCO DE,rede credenciada,sao francisco de,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,HOSPITAL SAO LUCAS DE TRES CORACOES LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,INSTITUTO DE MEDICINA DE SAO LUIS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE DOR SAO PAULO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE FRATURAS SAO CAETANO LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,HOSPITAL SAO LUCAS DE SANTOS LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,ANALISES CLINICAS SAO FRANCISCO LTDA,rede credenciada,sao francisco ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,SORRINDO MAIS DE SAO GONCALO ODONTOL LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,SERVICO SAO GABRIEL DE MEDICINA S/S LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,REDE D'OR SAO LUIZ SERVICOS MEDICOS LTDA.,rede credenciada,sao rede ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,LABORATORIO CLINICO SAO LUCAS DE ITAPEVA LTDA,rede credenciada,sao de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,CLINICA DE VOZ FRANCISCO PLETSCH LTDA ME,rede credenciada,francisco de ltda,3
SAO FRANCISCO REDE DE SAUDE ASSISTEN LTDA,rede propria,REDE DE CLINICAS SORRISOS DENTISTAS LTDA,rede credenciada,rede de ltda,3
NUCLEO NASCER BEM (HAP DUQUE DE CAXIAS),rede propria,H.S COR SERV DE HEMODIN DE DUQUE DE CAXIAS LT,rede credenciada,duque de caxias,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,DENTAL MED CLINICA INTEGRADA LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,CLINICA MED LIFE LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,REDE CLINICA MED LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,CENTER MED CLINICA MEDICA LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA - CLINICA BUCAREIN,rede propria,GLOBAL MED CLINICA MEDICA LTDA,rede credenciada,med ltda clinica,3
ULTRA SOM SERV MED LTDA - HAP MONTE CASTELO,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MONTE CASTELO,rede propria,SALGADO & CASTELO BRANCO SERV. ODONT. LTDA,rede credenciada,serv ltda castelo,3
ULTRA SOM SERV MED LTDA - HAP MONTE CASTELO,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - HAP MONTE CASTELO,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - MED PREV,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - MED PREV,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - MED PREV,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
NUCLEO MEDICO DA FAMILIA (RODRIGUES JUNIOR),rede propria,CENTRO MEDICO DA FAMILIA,rede credenciada,medico da familia,3
ULTRA SOM SERV MED LTDA - MED PREV BELEM,rede propria,EGYDIO SERV MED E ODONTOLOGICOS S S LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - MED PREV BELEM,rede propria,IPANEMA-SERV DE ASSIST MED CIRURGICA INFANTIL LTDA,rede credenciada,serv med ltda,3
ULTRA SOM SERV MED LTDA - MED PREV BELEM,rede propria,PRONTOCARDIO SERV MED HOSPIT LTDA,rede credenciada,serv med ltda,3
